sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
8168,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,191225,191266,7004,16413
8007,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,74389,74565,17207,21274
8007,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,98491,98660,6283,8284
8007,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,108131,108301,6593,16337
8007,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,125930,126103,5118,9271
8007,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,136530,136701,10089,15818
8007,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,153609,153780,7690,13218
8007,7,3,4,63,22,|21|3||,|13||2|,0,1,18,4,169968,170137,4253,16653
8007,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,188168,188338,9690,15243
8007,9,3,5,63,11,|21|3||,|123|||,0,1,18,5,205231,205403,8835,40315
8007,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,247903,248078,11030,16359
8007,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,265838,266012,5736,11361
8007,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,278661,278833,6434,23978
8105,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,19391,19542,5918,9384
8105,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,29905,29960,4908,7966
8105,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,38767,38807,3799,6152
8105,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,45560,45615,2319,7159
8105,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,53640,53695,3510,7901
8105,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,62703,62759,5429,12063
8105,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,75695,75751,5012,7700
8105,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,84367,84408,4038,10536
8105,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,95535,95591,2910,9413
8105,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,107287,107348,9703,16592
8105,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,124807,124863,2508,5339
8105,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,130494,130551,4029,6948
8091,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,40594,40678,12103,14421
8091,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,63040,63089,2769,4732
8091,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,69239,69278,6917,9333
8091,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,79551,79592,5472,8555
8091,5,3,4,63,13,|21|3||,|12|3||,0,1,9,4,89743,89798,3943,9818
8091,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,100351,100407,4308,10989
8091,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,112278,112334,5093,8565
8091,8,3,4,63,46,|21|3||,||13|2|,1,1,18,4,121526,121566,5548,9300
8091,9,3,5,63,11,|21|3||,|123|||,0,1,18,5,131374,131415,6364,18747
8091,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,150910,150948,4609,12174
8091,11,3,5,63,43,|21|3||,|32|1||,1,1,21,5,163989,164046,3781,9063
8091,12,3,5,63,45,|21|3||,|3|1|2|,1,1,24,5,174428,174485,4103,9757
8045,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,34773,34874,6856,10951
8045,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,47652,47708,6974,9043
8045,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,57974,58015,3735,6627
8045,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,66155,66211,3989,6617
8045,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,74343,74384,7754,11620
8045,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,87131,87187,5486,9363
8045,7,3,4,63,22,|21|3||,|13||2|,0,1,18,4,98311,98367,10207,14855
8045,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,116279,116336,4687,9422
8045,9,3,5,63,11,|21|3||,|123|||,0,1,18,5,127008,127063,13295,22836
8045,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,150496,150553,33836,40567
8045,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,191879,191936,32000,36524
8045,12,3,5,63,45,|21|3||,|3|1|2|,0,1,18,5,229395,229436,9901,19736
8027,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,43323,43419,5574,7069
8027,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,52508,52548,2940,4189
8027,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,57685,57742,4519,6986
8027,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,65308,65365,3740,7251
8027,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,73892,73948,6044,11380
8027,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,86364,86419,10983,22225
8027,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,109651,109707,5372,9293
8027,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,119667,119708,3373,8240
8027,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,128875,128931,9049,13302
8027,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,142994,143051,7324,12846
8027,11,3,5,63,43,|21|3||,|32|1||,1,1,21,5,156642,156698,5830,11935
8027,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,169753,169809,9601,16207
8138,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,25632,25809,10543,12110
8138,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,39700,39870,5121,7394
8138,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,48036,48206,6314,8906
8138,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,57907,58078,3974,6442
8138,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,65195,65366,4242,6867
8138,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,73060,73229,3714,6396
8138,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,80339,80509,3891,8747
8138,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,89835,90006,2161,8114
8138,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,100067,100237,13355,16756
8138,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,117714,117888,5674,9064
8138,11,3,5,63,43,|21|3||,|32|1||,0,1,27,5,127442,127612,10284,21796
8138,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,149809,149981,11539,20882
8043,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,20679,20859,5293,7957
8043,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,31219,31389,4786,7962
8043,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,40482,40653,16705,22698
8043,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,64746,64920,4343,7623
8043,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,73602,73774,4841,9594
8043,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,85290,85461,5154,23043
8043,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,110200,110372,3770,9427
8043,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,120905,121076,4170,8426
8043,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,130368,130541,19705,37194
8043,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,168575,168749,6314,16057
8043,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,185647,185820,4658,11099
8043,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,197832,198004,4297,20313
8016,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,42844,42944,7660,9461
8016,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,53807,53862,2630,3775
8016,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,59918,59975,4787,6828
8016,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,67678,67720,2035,3602
8016,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,72398,72454,2317,5621
8016,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,79382,79438,10718,15831
8016,7,3,4,63,22,|21|3||,|13||2|,0,1,15,4,97669,97725,5813,12093
8016,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,110597,110653,8576,12910
8016,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,124525,124581,4951,12388
8016,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,137948,138005,8798,13555
8016,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,152036,152092,1877,7423
8016,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,159964,160021,3588,7075
8139,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,23891,24068,14005,17469
8139,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,43998,44168,5761,7827
8139,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,53341,53511,10780,16176
8139,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,71197,71367,2963,7251
8139,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,80677,80847,6331,11800
8139,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,93645,93815,18691,32698
8139,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,127724,127894,4099,13852
8139,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,143011,143181,9789,15628
8139,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,159835,160006,6099,12308
8139,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,173035,173209,2793,7312
8139,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,181107,181280,5601,22233
8139,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,204419,204593,6664,22336
86,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,29688,29866,14488,16568
86,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,49126,49299,6007,7408
86,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,58565,58736,7362,9994
86,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,71006,71178,6279,13415
86,5,3,4,63,13,|21|3||,|12|3||,0,1,9,4,87557,87726,15341,25075
86,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,113628,113801,8593,13002
86,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,128277,128447,6490,14611
86,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,144228,144398,4234,15284
86,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,161972,162144,4881,19616
86,10,3,5,63,21,|21|3||,|132|||,1,1,18,5,182778,182950,16522,20323
86,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,204082,204253,24011,37499
86,12,3,5,63,45,|21|3||,|3|1|2|,0,1,18,5,241961,242132,15251,27204
8120,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,24639,24815,15634,18753
8120,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,46700,46870,7282,8876
8120,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,56749,56918,59746,67081
8120,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,127275,127445,21634,25834
8120,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,155426,155596,20187,25139
8120,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,181746,181918,11853,15681
8120,7,3,4,63,22,|21|3||,|13||2|,1,1,12,4,198722,198886,8809,12961
8120,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,212721,212890,9555,17396
8120,9,3,5,63,11,|21|3||,|123|||,1,1,15,5,231529,231699,11068,18380
8120,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,250985,251155,5458,13260
8120,11,3,5,63,43,|21|3||,|32|1||,1,1,18,5,265648,265818,12115,18420
8120,12,3,5,63,45,|21|3||,|3|1|2|,1,1,21,5,285304,285474,20388,25939
8150,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,49506,49683,23671,25877
8150,2,3,2,63,55,|21|3||,|2|1|3|,0,1,3,2,78077,78245,3371,11740
8150,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,90212,90385,6136,9185
8150,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,100845,101018,7206,9567
8150,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,111788,111959,12250,15371
8150,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,128412,128585,8992,14928
8150,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,145356,145525,5661,10245
8150,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,156452,156623,10106,16513
8150,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,174092,174262,7891,13460
8150,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,188739,188912,10113,16753
8150,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,206491,206662,7283,14707
8150,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,222211,222381,15036,23699
8010,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,64325,64481,5331,7445
8010,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,73977,74034,3557,5662
8010,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,81228,81284,2740,8963
8010,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,94969,95026,4563,7643
8010,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,103968,104009,3262,10054
8010,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,117497,117553,4483,9011
8010,7,3,4,63,22,|21|3||,|13||2|,0,1,18,4,127264,127320,4780,11120
8010,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,140119,140175,6268,14413
8010,9,3,5,63,11,|21|3||,|123|||,0,1,18,5,155048,155105,3725,9270
8010,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,165343,165400,3534,9605
8010,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,175918,175974,5854,11158
8010,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,188462,188519,3978,9364
8052,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,34282,34464,163,18719
8052,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,56377,56549,4514,6002
8052,3,3,3,63,53,|21|3||,|23|1||,0,1,0,3,64523,64697,12334,21565
8052,4,3,3,63,54,|21|3||,|2|13||,1,1,3,3,87680,87854,7775,10888
8052,5,3,4,63,13,|21|3||,|12|3||,1,1,6,4,99744,99918,10897,20193
8052,6,3,4,63,44,|21|3||,|3|12||,0,1,6,4,121295,121468,18194,26370
8052,7,3,4,63,22,|21|3||,|13||2|,0,1,6,4,149023,149198,3336,14279
8052,8,3,4,63,46,|21|3||,||13|2|,1,1,9,4,163630,163803,20601,26074
8052,9,3,5,63,11,|21|3||,|123|||,0,1,9,5,190645,190821,10960,21839
8052,10,3,5,63,21,|21|3||,|132|||,0,1,9,5,213764,213938,29681,44440
8052,11,3,5,63,43,|21|3||,|32|1||,1,1,12,5,258980,259154,14785,20193
8052,12,3,5,63,45,|21|3||,|3|1|2|,0,1,12,5,280138,280313,12898,28442
8089,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,39843,40019,9119,12468
8089,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,57007,57179,9726,12575
8089,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,71654,71825,12953,16793
8089,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,90070,90241,20849,24153
8089,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,115454,115623,9020,15284
8089,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,131973,132143,7802,32739
8089,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,165980,166150,4532,14180
8089,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,181772,181942,9791,21851
8089,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,205908,206078,9931,16652
8089,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,224899,225072,10865,16986
8089,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,243299,243470,4955,11411
8089,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,255818,255989,5228,27423
8104,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,56136,56270,18338,25480
8104,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,86265,86306,5251,7981
8104,3,3,3,63,53,|21|3||,|23|1||,0,1,3,3,96201,96257,11308,17093
8104,4,3,3,63,54,|21|3||,|2|13||,0,1,3,3,115449,115504,6565,12782
8104,5,3,4,63,13,|21|3||,|12|3||,1,1,6,4,129136,129192,4060,10662
8104,6,3,4,63,44,|21|3||,|3|12||,1,1,9,4,141041,141097,7050,10532
8104,7,3,4,63,22,|21|3||,|13||2|,0,1,9,4,152472,152512,8961,20929
8104,8,3,4,63,46,|21|3||,||13|2|,0,1,9,4,174080,174136,8525,12876
8104,9,3,5,63,11,|21|3||,|123|||,1,1,12,5,189048,189104,8234,13307
8104,10,3,5,63,21,|21|3||,|132|||,0,1,12,5,203167,203224,5109,12572
8104,11,3,5,63,43,|21|3||,|32|1||,0,1,12,5,216504,216560,3149,8462
8104,12,3,5,63,45,|21|3||,|3|1|2|,0,1,12,5,225815,225872,4012,8452
8057,1,3,-1,0,0,|3|2|1|,||23|1|,1,1,3,1,53764,53839,14830,14830
8057,2,4,-1,0,0,|241|3||,|4|1|23|,1,1,6,7,74740,74783,26923,36107
8057,3,3,-1,0,0,|1|3|2|,||1|23|,1,1,9,2,112884,112935,4137,5248
8057,4,5,-1,0,0,|312|54||,|5|243|1|,1,1,12,10,119019,119074,14374,55566
8057,5,4,-1,0,0,|4|12|3|,|2|41|3|,1,1,15,5,176138,176190,23758,29016
8057,6,3,-1,0,0,|213|||,|23|1||,1,1,18,3,206434,206485,4266,6586
8057,7,3,-1,0,0,|2|1|3|,|1||23|,1,1,21,4,213762,213814,8961,12340
8057,8,3,-1,0,0,|3|2|1|,|2||13|,1,1,24,2,226985,227037,3334,4112
8057,9,4,-1,0,0,|21|4|3|,||2|431|,1,1,27,7,231866,231918,29944,44366
8057,10,5,-1,0,0,|542|31||,|3|412|5|,1,1,30,13,277104,277158,42102,66871
8057,11,3,-1,0,0,|2|1|3|,|12|3||,1,1,33,4,344736,344788,4920,7590
8057,12,4,-1,0,0,|2|3|41|,|3|21|4|,1,1,36,4,353047,353100,8806,11804
8057,13,5,-1,0,0,|54|3|12|,||1253|4|,1,1,39,9,365535,365571,11705,24152
8057,14,4,-1,0,0,|3|4|21|,|2|41|3|,1,1,42,4,390399,390451,6041,9559
8057,15,3,-1,0,0,||13|2|,|3||12|,1,1,45,5,400870,400922,1583,5951
8057,16,5,-1,0,0,|21|3|45|,|4|315|2|,1,1,48,5,407574,407628,5518,10405
8057,17,5,-1,0,0,|3||1425|,|4|32|15|,1,1,51,6,418742,418795,4471,16959
8057,18,4,-1,0,0,||42|31|,|4||312|,1,1,54,2,436389,436423,3433,4114
8057,19,4,-1,0,0,|2|314||,|134|2||,1,1,57,9,441166,441218,5430,13929
8057,20,4,-1,0,0,|2|14|3|,|2341|||,1,1,60,3,455821,455874,7471,9047
8057,21,3,-1,0,0,|1|3|2|,|1|2|3|,1,1,63,3,465470,465502,3459,5442
8057,22,5,-1,0,0,||143|25|,|21||345|,1,1,66,7,472709,472762,8624,17704
8057,23,5,-1,0,0,|415||32|,|3||2541|,1,1,69,9,490909,490962,10167,19871
8057,24,5,-1,0,0,|5432|1||,|4|153|2|,1,1,72,9,511716,511769,3097,21087
8159,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,47397,47489,5958,7581
8159,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,56514,56569,4524,6548
8159,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,64409,64450,6588,9539
8159,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,74962,75002,8895,16109
8159,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,93273,93330,14131,18813
8159,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,113129,113185,9765,13574
8159,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,127481,127538,23707,28411
8159,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,156912,156968,10598,14404
8159,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,172472,172514,17171,22723
8159,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,195896,195953,12308,17444
8159,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,214167,214225,4314,14796
8159,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,229855,229912,37414,52444
4,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,39571,39746,6697,8655
4,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,50741,50916,3269,4606
4,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,56350,56522,3888,6457
4,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,63654,63825,8577,11217
4,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,75421,75592,6306,9578
4,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,85836,86006,3292,7021
4,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,93533,93703,7530,14163
4,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,108412,108582,6859,10962
4,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,120035,120205,8637,12949
4,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,133652,133826,5200,9312
4,11,3,5,63,43,|21|3||,|32|1||,1,1,33,5,143499,143670,7523,12146
4,12,3,5,63,45,|21|3||,|3|1|2|,0,1,33,5,156146,156317,4900,17043
8058,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,777664,777839,5216,7329
8058,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,787660,787836,3907,5428
8058,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,795420,795593,5219,7863
8058,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,806595,806767,2873,11442
8058,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,819979,820150,5346,9451
8058,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,830795,830967,3809,7377
8058,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,839219,839389,3931,6844
8058,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,847355,847524,6195,13916
8058,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,862851,863021,7403,11444
8058,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,875546,875717,10851,19003
8058,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,895666,895837,17923,27930
8058,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,925289,925461,15914,30667
8051,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,52909,53090,5569,7413
8051,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,63002,63178,5437,6942
8051,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,71337,71511,12155,14876
8051,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,88169,88343,19655,41623
8051,5,3,4,63,13,|21|3||,|12|3||,0,1,9,4,131032,131206,6143,12216
8051,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,148919,149098,14315,19541
8051,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,169959,170138,8227,15778
8051,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,188022,188199,9397,14815
8051,9,3,5,63,11,|21|3||,|123|||,1,1,15,5,204702,204876,8114,16490
8051,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,222669,222846,2902,9447
8051,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,232973,233147,17217,32368
8051,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,266419,266596,5711,17086
8011,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,53792,53887,5608,7415
8011,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,63131,63172,2818,3892
8011,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,67786,67843,5619,7555
8011,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,76338,76379,5945,10395
8011,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,87129,87187,5546,9642
8011,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,97722,97763,5043,8291
8011,7,3,4,63,22,|21|3||,|13||2|,0,1,15,4,107145,107186,9496,13507
8011,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,121440,121497,2846,7653
8011,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,130000,130057,4428,12533
8011,10,3,5,63,21,|21|3||,|132|||,0,1,15,5,143408,143465,8168,12085
8011,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,156111,156169,6002,11653
8011,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,168647,168704,5433,11997
8060,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,45120,45295,14183,26072
8060,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,74187,74356,22387,26562
8060,3,3,3,63,53,|21|3||,|23|1||,0,1,0,3,102258,102428,19202,30050
8060,4,3,3,63,54,|21|3||,|2|13||,0,1,0,3,134905,135074,23148,68540
8060,5,3,4,63,13,|21|3||,|12|3||,0,1,0,4,204752,204915,6811,24635
8060,6,3,4,63,44,|21|3||,|3|12||,0,1,0,4,230384,230556,5849,18929
8060,7,3,4,63,22,|21|3||,|13||2|,0,1,0,4,251863,252033,9164,28427
8060,8,3,4,63,46,|21|3||,||13|2|,0,1,0,4,281679,281849,8963,23963
8060,9,3,5,63,11,|21|3||,|123|||,1,1,3,5,307894,308064,17564,28333
8060,10,3,5,63,21,|21|3||,|132|||,0,1,3,5,337566,337735,6700,16874
8060,11,3,5,63,43,|21|3||,|32|1||,0,1,3,5,356062,356233,14122,37308
8060,12,3,5,63,45,|21|3||,|3|1|2|,0,1,3,5,394469,394639,13467,36228
8020,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,26948,27125,11359,13551
8020,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,42488,42657,5465,6762
8020,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,50631,50801,8187,12657
8020,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,64726,64897,12641,14985
8020,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,80670,80840,7298,11074
8020,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,92446,92618,6343,9857
8020,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,103093,103263,5845,8964
8020,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,112701,112872,4025,17435
8020,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,133324,133495,6068,17251
8020,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,151275,151447,10755,15931
8020,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,167979,168150,3787,9995
8020,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,178787,178960,5057,19401
8171,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,62474,62566,7263,11629
8171,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,78093,78149,13118,15357
8171,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,95118,95173,7002,13170
8171,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,109977,110033,6394,12256
8171,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,123887,123942,6174,10801
8171,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,135952,136008,7009,12554
