sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
8035,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,71362,71535,3744,8361
8035,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,80969,81140,10683,14676
8035,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,96706,96875,5299,10429
8035,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,108209,108380,5444,11116
8035,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,120145,120315,3916,9237
8035,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,130233,130404,12595,25651
8035,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,156832,157003,6636,22011
8145,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,59189,59344,8094,10902
8145,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,72423,72481,5481,7059
8145,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,80464,80505,7282,10467
8145,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,93015,93055,6020,10192
8145,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,106104,106159,12647,17087
8145,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,125439,125494,19069,23549
8145,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,152711,152766,22356,26797
8145,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,180814,180854,53241,68000
8145,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,251869,251925,14119,20879
8145,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,274061,274118,51333,57094
8145,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,332140,332197,77932,82446
8145,12,3,5,63,45,|21|3||,|3|1|2|,1,1,33,5,415403,415459,11940,27501
8066,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,567523,567701,3158,4455
8066,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,574376,574547,4151,5417
8066,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,581847,582017,4729,6394
8066,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,590607,590777,3889,5730
8066,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,597878,598049,3602,7891
8066,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,607327,607498,20353,36294
8066,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,647197,647369,3009,5536
8066,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,654701,654869,3637,11053
8066,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,666668,666842,7336,10993
8066,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,678805,678978,3808,8249
8066,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,688348,688519,7436,10892
8066,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,700323,700494,4476,12189
8099,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,27929,28108,13341,24582
8099,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,54828,54997,7940,13827
8099,3,3,3,63,53,|21|3||,|23|1||,0,1,0,3,72012,72182,6018,9923
8099,4,3,3,63,54,|21|3||,|2|13||,0,1,0,3,83500,83670,7098,11390
8099,5,3,4,63,13,|21|3||,|12|3||,0,1,0,4,96940,97111,5938,27218
8099,6,3,4,63,44,|21|3||,|3|12||,1,1,3,4,124875,125049,11585,17080
8099,7,3,4,63,22,|21|3||,|13||2|,1,1,6,4,143459,143633,5207,9512
8099,8,3,4,63,46,|21|3||,||13|2|,0,1,6,4,154203,154373,3740,8387
8099,9,3,5,63,11,|21|3||,|123|||,0,1,6,5,163242,163411,2381,18918
8099,10,3,5,63,21,|21|3||,|132|||,0,1,6,5,182762,182933,4315,12628
8099,11,3,5,63,43,|21|3||,|32|1||,0,1,6,5,196603,196774,2178,12696
8099,12,3,5,63,45,|21|3||,|3|1|2|,0,1,6,5,210427,210597,5218,10547
84,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,54625,54804,10735,12951
84,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,69039,69209,2707,5835
84,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,75983,76152,6387,14675
84,4,3,3,63,54,|21|3||,|2|13||,0,1,6,3,91799,91969,6665,15633
84,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,109198,109369,9401,15475
84,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,125758,125930,10200,14489
84,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,141405,141577,4018,7074
84,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,149317,149485,3910,11942
84,9,3,5,63,11,|21|3||,|123|||,0,1,15,5,162477,162648,6251,11012
84,10,3,5,63,21,|21|3||,|132|||,1,1,18,5,174421,174592,6179,11876
84,11,3,5,63,43,|21|3||,|32|1||,1,1,21,5,187084,187254,7541,13053
84,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,201221,201391,3819,16540
8151,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,32231,32410,6393,8189
8151,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,43074,43242,5644,7286
8151,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,52491,52660,4570,7604
8151,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,62658,62827,5731,8028
8151,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,71962,72133,8242,11794
8151,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,84827,84998,5065,8075
8151,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,94498,94668,4635,8083
8151,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,103706,103875,3301,6516
8151,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,111898,112068,4476,10196
8151,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,123195,123365,8626,12804
8151,11,3,5,63,43,|21|3||,|32|1||,0,1,30,5,137161,137330,6014,28422
8151,12,3,5,63,45,|21|3||,|3|1|2|,1,1,33,5,168049,168219,9684,14613
8086,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,32164,32341,11372,15452
8086,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,49806,49974,3940,6574
8086,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,58935,59105,16338,19041
8086,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,78966,79135,3235,6003
8086,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,85950,86120,3603,7797
8086,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,94663,94834,8017,10929
8086,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,106566,106736,6011,8771
8086,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,116582,116750,11206,14955
8086,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,132701,132871,4796,9381
8086,10,3,5,63,21,|21|3||,|132|||,0,1,27,5,143350,143520,4884,10004
8086,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,156543,156714,11513,16018
8086,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,173341,173511,6141,18021
8110,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,24164,24344,7325,9341
8110,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,35401,35574,2686,4704
8110,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,41689,41860,5608,8736
8110,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,52097,52266,3394,9411
8110,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,64080,64249,3524,8750
8110,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,74097,74267,3697,7435
8110,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,82912,83082,5644,9156
8110,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,93416,93585,4604,9413
8110,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,104064,104234,7725,14036
8110,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,119335,119506,6452,11349
8110,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,131831,132001,10444,26349
8110,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,160519,160689,4949,13219
8080,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,36378,36519,10368,17657
8080,2,3,2,63,55,|21|3||,|2|1|3|,1,1,3,2,56008,56049,3990,6101
8080,3,3,3,63,53,|21|3||,|23|1||,1,1,6,3,63679,63736,10939,13860
8080,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,78751,78791,3671,6295
8080,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,85912,85967,10149,14638
8080,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,102111,102167,5298,12356
8080,7,3,4,63,22,|21|3||,|13||2|,0,1,12,4,116711,116752,15551,23352
8080,8,3,4,63,46,|21|3||,||13|2|,1,1,15,4,140839,140894,13837,17741
8080,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,161287,161343,12678,17837
8080,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,179879,179920,17012,21299
8080,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,201928,201969,24938,35249
8080,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,238238,238296,11004,23882
8013,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,32513,32692,17295,19900
8013,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,54903,55074,7114,8433
8013,3,3,3,63,53,|21|3||,|23|1||,1,1,3,3,64208,64377,10058,13467
8013,4,3,3,63,54,|21|3||,|2|13||,1,1,6,3,78959,79132,11887,14015
8013,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,94110,94282,14794,18451
8013,6,3,4,63,44,|21|3||,|3|12||,1,1,12,4,113454,113624,25211,28147
8013,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,143309,143479,8508,11396
8013,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,155812,155983,27178,34546
8013,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,191435,191606,13307,19915
8013,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,212139,212312,13193,17545
8013,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,230642,230813,14914,26284
8013,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,257858,258029,17410,47105
8162,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,70043,70127,13332,15995
8162,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,88557,88612,4446,7304
8162,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,97205,97262,7986,11715
8162,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,110085,110126,4547,6923
8162,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,118229,118270,11493,16189
8162,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,135277,135333,15708,19109
8162,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,155405,155446,22051,27627
8162,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,184140,184196,8773,12500
8162,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,197436,197477,10181,15620
8162,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,218763,218821,6076,11156
8162,11,3,5,63,43,|21|3||,|32|1||,1,1,33,5,231523,231581,13437,18523
8162,12,3,5,63,45,|21|3||,|3|1|2|,1,1,36,5,250931,250972,9419,14411
8088,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,500161,500336,6618,8424
8088,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,509798,509968,3298,4564
8088,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,515422,515592,4138,6082
8088,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,522605,522776,4145,5866
8088,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,529398,529567,4988,8188
8088,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,538446,538618,33840,37000
8088,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,576228,576399,7388,10260
8088,8,3,4,63,46,|21|3||,||13|2|,1,1,24,4,587333,587503,4396,7130
8088,9,3,5,63,11,|21|3||,|123|||,1,1,27,5,595156,595326,9244,13085
8088,10,3,5,63,21,|21|3||,|132|||,1,1,30,5,609020,609192,5027,8739
8088,11,3,5,63,43,|21|3||,|32|1||,1,1,33,5,618700,618869,8453,12525
8088,12,3,5,63,45,|21|3||,|3|1|2|,0,1,33,5,632067,632237,3685,10373
8012,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,29863,30043,6428,11780
8012,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,44618,44788,11235,15940
8012,3,3,3,63,53,|21|3||,|23|1||,1,1,3,3,62609,62780,5314,12362
8012,4,3,3,63,54,|21|3||,|2|13||,0,1,3,3,76458,76630,9631,15536
8012,5,3,4,63,13,|21|3||,|12|3||,0,1,3,4,93745,93916,4202,16546
8012,6,3,4,63,44,|21|3||,|3|12||,0,1,3,4,112217,112387,6114,20243
8012,7,3,4,63,22,|21|3||,|13||2|,0,1,3,4,134615,134787,4034,11377
8012,8,3,4,63,46,|21|3||,||13|2|,0,1,3,4,147128,147298,9722,14539
8012,9,3,5,63,11,|21|3||,|123|||,1,1,6,5,165287,165457,4403,11316
8012,10,3,5,63,21,|21|3||,|132|||,0,1,6,5,178070,178243,5793,11706
8012,11,3,5,63,43,|21|3||,|32|1||,1,1,9,5,191118,191288,5164,12691
8012,12,3,5,63,45,|21|3||,|3|1|2|,0,1,9,5,204933,205104,4836,13771
8005,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,41611,41789,10862,13670
8005,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,58895,59065,4650,6938
8005,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,67670,67841,6217,12099
8005,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,81270,81441,8088,12273
8005,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,95790,95961,14289,21354
8005,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,118581,118754,7632,13721
8005,7,3,4,63,22,|21|3||,|13||2|,0,1,18,4,133693,133863,5802,15978
8005,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,152444,152615,7370,29274
8005,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,183227,183398,18844,27066
8005,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,212618,212789,6052,12387
8005,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,226657,226828,8772,34746
8005,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,263048,263223,15918,45462
8130,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,47819,47921,5073,6579
8130,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,56486,56542,7651,8684
8130,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,69462,69503,5099,7041
8130,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,78901,78959,5210,7458
8130,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,87821,87863,6578,10915
8130,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,99693,99750,3763,16108
8130,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,117004,117062,6523,9420
8130,8,3,4,63,46,|21|3||,||13|2|,1,1,21,4,127045,127086,3746,6507
8130,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,134324,134366,5776,9990
8130,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,145515,145574,3621,8772
8130,11,3,5,63,43,|21|3||,|32|1||,1,1,30,5,155284,155341,15307,18956
8130,12,3,5,63,45,|21|3||,|3|1|2|,0,1,30,5,175299,175341,4163,11076
8161,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,36244,36329,7711,9478
8161,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,48867,48924,4936,5954
8161,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,55722,55760,6286,7982
8161,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,64579,64618,4091,5836
8161,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,71394,71432,4311,7111
8161,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,79586,79627,12716,15908
8161,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,96539,96579,23571,26498
8161,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,123881,123922,6067,8699
8161,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,137282,137329,7749,11327
8161,10,3,5,63,21,|21|3||,|132|||,0,1,24,5,149489,149547,9227,20520
8161,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,171729,171785,82078,93483
8161,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,266295,266336,61689,75507
8167,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,38916,39014,16183,19422
8167,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,61335,61391,7633,9836
8167,3,3,3,63,53,|21|3||,|23|1||,0,1,6,3,72478,72519,10995,18157
8167,4,3,3,63,54,|21|3||,|2|13||,1,1,9,3,94422,94478,7277,9819
8167,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,105421,105462,7759,11318
8167,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,117565,117622,23907,29108
8167,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,148165,148222,6387,10226
8167,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,159797,159837,5645,17708
8167,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,179885,179925,14206,19478
8167,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,200525,200581,20651,25235
8167,11,3,5,63,43,|21|3||,|32|1||,1,1,27,5,226644,226700,33086,38492
8167,12,3,5,63,45,|21|3||,|3|1|2|,1,1,30,5,266379,266435,28527,34078
95,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,3732304,3732482,11504,14385
95,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,3749558,3749727,3587,5508
95,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,3756750,3756920,6530,9010
95,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,3766822,3766994,3567,5816
95,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,3773878,3774048,3540,10156
95,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,3784965,3785135,3619,6756
95,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,3793246,3793416,5419,8707
95,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,3803085,3803256,4515,8132
95,9,3,5,63,11,|21|3||,|123|||,0,1,21,5,3815134,3815304,10964,16636
95,10,3,5,63,21,|21|3||,|132|||,1,1,24,5,3833645,3833816,10555,15411
95,11,3,5,63,43,|21|3||,|32|1||,0,1,24,5,3850261,3850433,32650,38715
95,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,3890548,3890717,5709,14126
8163,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,34623,34724,8421,9583
8163,2,3,2,63,55,|21|3||,|2|1|3|,0,1,0,2,50031,50088,21744,23035
8163,3,3,3,63,53,|21|3||,|23|1||,1,1,3,3,73823,73862,14862,18923
8163,4,3,3,63,54,|21|3||,|2|13||,1,1,6,3,94166,94222,12844,16756
8163,5,3,4,63,13,|21|3||,|12|3||,1,1,9,4,111966,112007,9917,13099
8163,6,3,4,63,44,|21|3||,|3|12||,0,1,9,4,126238,126294,10764,14259
8163,7,3,4,63,22,|21|3||,|13||2|,1,1,12,4,146006,146063,7686,13756
8163,8,3,4,63,46,|21|3||,||13|2|,0,1,12,4,160781,160838,11142,24853
8163,9,3,5,63,11,|21|3||,|123|||,0,1,12,5,188341,188382,5084,15173
8163,10,3,5,63,21,|21|3||,|132|||,1,1,15,5,204964,205004,8254,13815
8163,11,3,5,63,43,|21|3||,|32|1||,0,1,15,5,219764,219820,89393,106015
8163,12,3,5,63,45,|21|3||,|3|1|2|,0,1,15,5,328835,328892,12251,23038
8100,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,40499,40644,3563,5010
8100,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,48273,48330,4369,5291
8100,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,54592,54629,4711,6519
8100,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,61920,61957,3407,5239
8100,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,67969,68024,8529,11389
8100,6,3,4,63,44,|21|3||,|3|12||,0,1,15,4,80344,80400,20948,40254
8100,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,121983,122039,3556,9493
8100,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,132167,132205,4988,11236
8100,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,144167,144223,5569,9205
8100,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,154183,154241,6626,11131
8100,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,165743,165785,4545,16674
8100,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,183079,183136,14091,18883
8173,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,30828,30940,3911,5457
8173,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,38735,38793,2115,3170
8173,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,42927,42984,2693,4516
8173,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,48470,48527,5140,7436
8173,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,58047,58087,3693,6692
8173,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,65767,65823,3812,9108
8173,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,75694,75751,2726,5436
8173,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,82007,82063,1942,4733
8173,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,87070,87127,5252,10309
8173,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,98022,98080,3101,7204
8173,11,3,5,63,43,|21|3||,|32|1||,0,1,21,5,106086,106144,7789,14130
8173,12,3,5,63,45,|21|3||,|3|1|2|,0,1,21,5,120989,121046,2406,7493
8157,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,45966,46068,5024,7080
8157,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,54393,54433,5370,6332
8157,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,61832,61870,3784,6657
8157,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,69697,69753,12699,14459
8157,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,85144,85183,4410,10095
8157,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,96248,96303,5726,9398
8157,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,106464,106505,7883,12358
8157,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,122416,122472,8382,14221
8157,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,139240,139296,10611,15453
8157,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,155479,155537,4319,8636
8157,11,3,5,63,43,|21|3||,|32|1||,0,1,27,5,164967,165023,3678,13868
8157,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,180032,180073,38775,51506
44,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,29041,29218,8882,10531
44,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,41697,41866,4171,6725
44,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,49456,49626,6946,9859
44,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,60209,60380,4881,7353
44,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,73616,73786,4397,13076
44,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,87920,88090,8987,12699
44,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,101616,101786,5899,9387
44,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,111768,111938,3044,6403
44,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,118760,118931,16323,21362
44,10,3,5,63,21,|21|3||,|132|||,1,1,21,5,140895,141068,9537,14162
44,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,155904,156073,10867,15125
44,12,3,5,63,45,|21|3||,|3|1|2|,0,1,24,5,171543,171713,7508,12428
8071,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,43667,43843,15882,19121
8071,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,64969,65138,4235,6123
8071,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,72209,72378,3787,7100
8071,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,80680,80851,4785,8690
8071,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,90976,91146,5764,9843
8071,6,3,4,63,44,|21|3||,|3|12||,1,1,15,4,101896,102066,7491,12148
8071,7,3,4,63,22,|21|3||,|13||2|,1,1,18,4,115303,115473,5876,9060
8071,8,3,4,63,46,|21|3||,||13|2|,0,1,18,4,125399,125573,4840,10487
8071,9,3,5,63,11,|21|3||,|123|||,1,1,21,5,137607,137778,7244,12572
8071,10,3,5,63,21,|21|3||,|132|||,0,1,21,5,151166,151336,4620,10757
8071,11,3,5,63,43,|21|3||,|32|1||,1,1,24,5,162999,163170,10970,15674
8071,12,3,5,63,45,|21|3||,|3|1|2|,1,1,27,5,180086,180256,3900,8644
8031,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,60734,60912,5326,17310
8031,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,81217,81391,4214,5623
8031,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,88050,88221,3231,5825
8031,4,3,3,63,54,|21|3||,|2|13||,0,1,9,3,95025,95197,2704,6096
8031,5,3,4,63,13,|21|3||,|12|3||,1,1,12,4,101729,101899,3891,9139
8031,6,3,4,63,44,|21|3||,|3|12||,0,1,12,4,112096,112268,5105,25402
8031,7,3,4,63,22,|21|3||,|13||2|,1,1,15,4,139304,139474,6611,15172
8031,8,3,4,63,46,|21|3||,||13|2|,0,1,15,4,155336,155506,2411,18027
8031,9,3,5,63,11,|21|3||,|123|||,1,1,18,5,175000,175170,6299,14116
8031,10,3,5,63,21,|21|3||,|132|||,0,1,18,5,190087,190260,3889,10065
8031,11,3,5,63,43,|21|3||,|32|1||,0,1,18,5,201111,201284,6849,16792
8031,12,3,5,63,45,|21|3||,|3|1|2|,0,1,18,5,219150,219322,2898,15290
8128,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,34225,34321,13723,16202
8128,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,53670,53728,5231,6888
8128,3,3,3,63,53,|21|3||,|23|1||,1,1,9,3,62620,62660,4939,9497
8128,4,3,3,63,54,|21|3||,|2|13||,1,1,12,3,73318,73375,5425,8684
8128,5,3,4,63,13,|21|3||,|12|3||,1,1,15,4,83419,83459,4600,10340
8128,6,3,4,63,44,|21|3||,|3|12||,1,1,18,4,94990,95045,6356,11725
8128,7,3,4,63,22,|21|3||,|13||2|,1,1,21,4,108556,108613,5253,10089
8128,8,3,4,63,46,|21|3||,||13|2|,0,1,21,4,119391,119432,4032,15110
8128,9,3,5,63,11,|21|3||,|123|||,1,1,24,5,138921,138970,6989,19475
8128,10,3,5,63,21,|21|3||,|132|||,1,1,27,5,159540,159597,10057,18070
8128,11,3,5,63,43,|21|3||,|32|1||,0,1,27,5,178606,178662,8678,44823
8128,12,3,5,63,45,|21|3||,|3|1|2|,0,1,27,5,224395,224451,5898,26927
8123,1,3,2,63,66,|21|3||,||32|1|,1,1,3,2,41191,41370,6428,8684
8123,2,3,2,63,55,|21|3||,|2|1|3|,1,1,6,2,52170,52339,2244,3508
