targ_img,targ,cat1,cat2,cat3,word1,word3,word2,img3,img2,img1,correct,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,expTrials.thisRepN,expTrials.thisTrialN,expTrials.thisN,expTrials.thisIndex,resp.keys,resp.corr,resp.rt,readyTest.keys,readyTest.rt,date,frameRate,expName,session,participant,
stim/bat.jpg,bat,them,tax,dist,ball,dresser,racket,stim/dresser.jpg,stim/racket.jpg,stim/ball.jpg,down,,,,,0,13,13,2,down,1,0.835402011871,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/necklace.jpg,necklace,dist,tax,them,saltshaker,jewellery box,ring,stim/jewellerybox.jpg,stim/ring.jpg,stim/saltshaker.jpg,down,,,,,0,14,14,18,down,1,1.26811385155,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/cheese.jpg,cheese,dist,tax,them,chessboard,cheese grater,ice cream,stim/cheesegrater.jpg,stim/icecream.jpg,stim/chessboard.jpg,down,,,,,0,15,15,5,down,1,2.61941504478,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/blackboard.jpg,blackboard,dist,tax,them,food processor,ruler,easel,stim/ruler.jpg,stim/easel.jpg,stim/foodprocessor.jpg,down,,,,,0,16,16,4,down,1,4.53568196297,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/suitcase.jpg,suitcase,them,dist,tax,suit,basket,snowglobe,stim/basket.jpg,stim/snowglobe.jpg,stim/suit.jpg,right,,,,,0,17,17,23,right,1,2.23511004448,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/cigarette.jpg,cigarette,tax,them,dist,pipe,tissue box,cigarette cutter,stim/tissuebox.jpg,stim/cigarettecutter.jpg,stim/pipe.jpg,left,,,,,0,18,18,7,left,1,3.53567099571,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/fork.jpg,fork,tax,them,dist,spoon,purse,plate,stim/purse.jpg,stim/plate.jpg,stim/spoon.jpg,left,,,,,0,19,19,11,left,1,1.20195794106,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/string.jpg,string,them,dist,tax,sewing machine,yarn,watch,stim/yarn.jpg,stim/watch.jpg,stim/sewingmachine.jpg,right,,,,,0,20,20,22,right,1,0.901543140411,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/motorcycle.jpg,motorcycle,them,dist,tax,helmet,car,umbrella,stim/car.jpg,stim/umbrella.jpg,stim/helmet.jpg,right,,,,,0,21,21,17,right,1,0.851418972015,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/lamp.jpg,lamp,tax,dist,them,candle,table,mailbox,stim/table.jpg,stim/mailbox.jpg,stim/candle.jpg,left,,,,,0,22,22,15,left,1,1.76806092262,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
stim/airplane.jpg,airplane,tax,them,dist,canoe,duck,neck pillow,stim/duck.jpg,stim/neckpillow.jpg,stim/canoe.jpg,left,,,,,0,23,23,0,left,1,0.718631029129,,,2019_Feb_18_1329,59.9865848025,taxthemexp_tax_img,01,666,
